id_candidato,anios_experiencia,nivel_educativo,skills_deseables_ratio,peso_certificaciones,decision_final
3431,8.4,terciario,0.81,9,1
3738,6.7,terciario,0.54,5,0
1497,0.6,secundario,0.23,1,0
3685,9.3,universitario,0.61,7,1
4587,21.9,terciario,0.68,7,1
3477,4.7,universitario,0.76,10,0
1357,0.8,secundario,0.4,1,0
3613,4.1,terciario,0.73,10,0
1351,1.7,secundario,0.32,2,0
4908,0.9,universitario,0.93,24,1
4399,18.0,universitario,0.86,2,1
3385,8.1,universitario,0.82,7,0
3034,3.0,universitario,0.7,10,0
4276,11.9,terciario,0.75,14,1
1953,0.5,universitario,0.52,1,0
4970,1.2,universitario,0.9,21,1
2206,0.7,universitario,0.75,0,0
234,1.5,secundario,0.19,0,0
1029,0.5,secundario,0.19,2,0
924,1.1,secundario,0.21,0,0
4644,0.7,universitario,1.0,22,1
1632,0.5,universitario,0.59,0,0
1315,0.4,secundario,0.25,0,1
605,0.2,secundario,0.39,1,0
4386,14.7,universitario,0.85,9,1
2097,0.5,universitario,0.57,1,0
3173,4.7,terciario,0.6,18,0
2059,0.7,universitario,0.75,2,0
1485,0.4,secundario,0.16,1,0
995,1.3,secundario,0.1,0,0
556,0.6,secundario,0.19,1,0
4980,1.6,universitario,0.9,23,1
3810,8.1,terciario,0.7,12,0
4719,0.8,universitario,0.9,24,1
4369,17.7,universitario,0.62,0,1
3623,3.0,terciario,0.61,8,1
4235,13.1,universitario,0.94,9,1
3703,10.0,universitario,0.8,12,0
814,0.8,secundario,0.24,0,0
4287,14.1,universitario,0.62,2,1
2315,0.3,universitario,0.57,0,0
3024,4.5,universitario,0.61,12,0
1911,0.7,universitario,0.74,1,0
3587,3.4,terciario,0.41,5,1
3242,3.8,terciario,0.74,14,1
1928,0.5,universitario,0.51,2,0
1256,1.5,secundario,0.21,1,0
1425,0.6,secundario,0.2,0,0
4413,15.0,terciario,0.96,8,1
611,0.9,secundario,0.25,0,1
1781,0.5,universitario,0.62,2,0
600,0.0,secundario,0.1,1,0
4637,0.8,universitario,0.92,23,1
1957,0.6,universitario,0.58,1,0
1489,1.9,secundario,0.22,0,0
3820,6.5,universitario,0.65,7,0
2487,0.2,universitario,0.57,2,0
3337,5.7,universitario,0.74,9,0
1641,0.4,universitario,0.49,4,0
1318,0.4,secundario,0.04,0,0
2782,7.1,terciario,0.74,9,1
3094,5.6,terciario,0.69,5,1
1292,1.0,secundario,0.15,2,0
1643,0.5,universitario,0.73,4,0
3402,6.9,terciario,0.45,11,0
3425,3.9,terciario,0.71,5,0
2640,5.3,terciario,0.61,11,1
1054,1.5,secundario,0.12,2,0
4431,14.8,terciario,0.8,5,1
833,1.1,secundario,0.0,0,0
1257,1.3,secundario,0.39,0,0
3395,5.8,terciario,0.68,16,1
3083,3.0,terciario,0.61,6,1
2257,0.6,universitario,0.48,3,0
1163,1.3,secundario,0.23,1,0
2717,6.0,terciario,0.62,7,0
1268,1.0,secundario,0.09,0,0
3323,5.8,terciario,0.63,10,0
3737,7.7,terciario,0.73,10,0
3039,6.3,universitario,0.53,10,1
4592,19.9,terciario,0.86,8,1
3241,3.0,terciario,0.81,8,0
244,1.4,secundario,0.3,1,0
3678,5.4,universitario,0.74,11,0
2883,9.5,universitario,0.42,8,0
818,0.9,terciario,0.31,2,0
1920,0.4,universitario,0.54,5,0
2603,3.2,terciario,0.65,8,0
4461,15.0,terciario,0.79,1,1
4272,21.7,universitario,0.82,10,1
496,0.0,secundario,0.24,1,0
4937,1.2,universitario,0.92,21,1
4593,15.1,terciario,0.63,4,1
1466,0.6,secundario,0.33,1,0
4659,1.0,universitario,1.0,23,1
696,0.0,secundario,0.29,0,0
4053,16.7,terciario,0.76,4,0
3015,7.8,terciario,0.63,7,1
2427,0.2,universitario,0.56,1,0
3867,19.6,universitario,0.77,5,1
3541,6.0,universitario,0.55,5,1
3952,18.4,terciario,0.75,0,1
4233,13.8,terciario,0.7,7,1
4692,1.5,universitario,1.0,22,1
2244,0.9,universitario,0.6,3,0
1672,0.6,universitario,0.4,0,0
4180,17.4,universitario,0.72,5,0
1223,0.6,secundario,0.36,2,0
2887,6.2,terciario,0.52,14,0
3068,4.9,universitario,0.85,12,0
2605,6.2,universitario,0.63,5,0
3566,5.0,universitario,0.69,15,1
776,0.0,secundario,0.28,0,0
2909,8.6,terciario,0.49,13,1
3449,5.8,universitario,0.83,15,1
829,0.4,secundario,0.1,0,0
513,1.2,secundario,0.18,1,0
3247,3.8,universitario,0.68,10,0
1617,0.4,universitario,0.65,1,0
926,1.0,secundario,0.24,0,0
3368,7.1,terciario,0.79,11,0
4075,19.4,terciario,0.71,5,1
717,0.6,secundario,0.17,0,0
215,1.7,secundario,0.02,0,0
518,0.6,secundario,0.32,0,0
3170,7.5,terciario,0.62,13,0
1726,0.4,universitario,0.47,1,0
5051,1.1,universitario,0.94,25,1
4286,22.7,terciario,0.58,5,1
2997,3.0,terciario,0.62,10,0
4772,0.6,universitario,0.96,23,1
2183,0.6,universitario,0.52,3,0
854,0.7,secundario,0.17,0,0
2647,3.1,universitario,0.72,13,0
4070,15.1,terciario,0.78,0,1
3474,5.4,universitario,0.66,6,1
4208,21.9,terciario,0.65,0,1
2545,0.2,universitario,0.7,0,0
4481,18.6,terciario,0.76,0,1
1167,0.9,secundario,0.32,1,0
4014,15.8,universitario,0.81,7,1
3599,6.7,universitario,0.85,15,1
2839,4.3,terciario,0.62,8,0
4101,20.1,universitario,0.48,9,1
1669,0.5,universitario,0.61,0,0
2528,0.2,universitario,0.53,0,0
3847,5.8,terciario,0.53,5,1
4740,1.5,universitario,1.0,23,1
1788,0.5,universitario,0.54,0,0
952,0.0,secundario,0.25,0,0
3647,5.8,terciario,0.67,5,0
996,0.6,secundario,0.12,0,0
4693,1.2,universitario,0.94,24,1
436,1.0,secundario,0.11,2,0
2940,8.7,universitario,0.44,8,0
3188,3.0,terciario,0.68,16,0
1449,0.8,terciario,0.13,0,0
1116,1.2,secundario,0.17,0,0
2917,6.8,terciario,0.65,8,1
1732,0.0,universitario,0.75,3,0
2590,0.5,universitario,0.61,0,0
3831,7.7,terciario,0.64,5,0
3352,7.3,universitario,0.71,10,1
4735,1.3,universitario,0.93,21,1
2171,0.6,universitario,0.57,2,0
4553,15.7,universitario,0.7,7,1
4983,1.2,universitario,0.9,22,1
1736,0.6,universitario,0.71,0,0
2580,0.5,universitario,0.56,1,0
2366,0.3,universitario,0.67,3,0
3060,5.6,terciario,0.65,7,1
4832,0.4,universitario,0.91,25,0
3160,5.9,universitario,0.75,9,1
2242,0.6,universitario,0.59,1,0
3219,7.7,terciario,0.69,10,0
4826,0.8,universitario,1.0,21,1
4146,22.3,terciario,0.66,1,1
3457,4.6,universitario,0.64,7,1
2845,6.2,terciario,0.73,5,1
3607,7.8,universitario,0.56,12,0
1780,0.4,universitario,0.62,0,1
4350,17.5,terciario,1.0,9,1
3248,6.8,terciario,0.75,9,0
2395,0.2,universitario,0.75,3,0
681,0.1,secundario,0.31,3,0
1571,1.3,terciario,0.14,0,0
4171,19.4,terciario,0.7,6,1
3444,5.3,universitario,0.82,9,1
4684,0.9,universitario,0.9,22,1
3773,7.6,universitario,0.76,5,1
660,1.3,secundario,0.32,2,0
2950,5.7,terciario,0.68,15,0
613,0.9,secundario,0.16,2,0
1182,0.5,secundario,0.07,0,0
1765,1.0,universitario,0.57,2,0
1113,1.0,terciario,0.13,0,0
2032,0.4,universitario,0.62,3,0
1251,0.4,terciario,0.37,0,0
2939,8.0,terciario,0.66,5,1
217,0.1,secundario,0.17,0,0
841,0.7,secundario,0.18,0,0
4907,0.9,universitario,1.0,24,1
3776,5.1,terciario,0.51,11,0
931,1.8,secundario,0.09,3,0
220,0.5,secundario,0.22,1,0
4954,0.4,universitario,0.9,22,1
4839,0.3,universitario,0.99,25,1
736,1.6,secundario,0.16,1,0
4566,20.1,terciario,0.9,5,1
4465,17.3,universitario,0.89,8,1
4243,13.0,terciario,0.82,7,1
1092,0.0,terciario,0.0,1,0
977,0.9,terciario,0.17,0,0
105,1.1,secundario,0.09,3,0
3152,3.0,terciario,0.77,9,0
3225,8.4,terciario,0.68,12,0
2761,6.3,universitario,0.57,10,0
2592,0.5,universitario,0.6,0,0
3955,18.7,terciario,0.72,6,1
1816,0.6,universitario,0.46,5,0
1249,0.1,secundario,0.21,2,0
3362,4.9,terciario,0.53,13,0
675,0.8,secundario,0.0,1,0
3870,12.3,terciario,0.6,6,1
3837,5.4,universitario,0.57,5,1
4247,11.8,universitario,0.72,0,1
954,0.6,terciario,0.24,0,0
2083,0.6,universitario,0.57,0,0
2875,6.1,terciario,0.68,16,0
1267,0.5,secundario,0.11,2,0
1072,0.0,secundario,0.36,1,0
2802,6.2,terciario,0.65,14,1
4596,17.8,universitario,0.72,10,1
3948,15.6,universitario,0.78,8,1
2469,0.4,universitario,0.63,3,0
4216,14.8,terciario,0.73,8,1
4232,15.1,universitario,0.74,6,1
3051,8.3,terciario,0.75,6,1
625,0.7,secundario,0.08,2,0
2556,0.0,universitario,0.53,0,0
1942,0.6,universitario,0.61,4,0
638,0.9,secundario,0.35,0,0
2907,3.0,terciario,0.71,9,0
4442,26.0,terciario,0.68,1,1
3276,4.2,terciario,0.59,13,1
885,1.1,secundario,0.15,0,0
4158,21.8,universitario,0.74,2,1
1510,0.5,secundario,0.19,0,0
2638,7.2,terciario,0.75,10,1
255,0.7,secundario,0.15,1,0
3110,7.2,universitario,0.58,10,0
1787,0.5,universitario,0.66,5,0
3002,6.0,universitario,0.64,11,0
5050,1.1,universitario,0.9,23,1
3964,20.0,universitario,0.68,0,1
2834,4.0,terciario,0.56,9,1
1996,0.5,universitario,0.75,0,0
670,0.7,secundario,0.09,1,0
1917,0.0,universitario,0.75,2,0
2166,0.7,universitario,0.69,4,0
228,1.0,secundario,0.32,0,0
3495,3.6,universitario,0.49,9,1
3428,3.7,terciario,0.78,5,0
5087,0.0,universitario,0.9,20,1
3076,5.4,terciario,0.43,11,0
1081,1.1,secundario,0.15,1,0
2401,0.5,universitario,0.67,4,0
291,0.0,secundario,0.0,2,0
1240,0.4,secundario,0.21,2,0
800,0.9,secundario,0.3,0,0
4881,1.4,universitario,0.91,25,1
707,1.6,secundario,0.32,0,0
4377,10.7,universitario,0.97,2,1
402,0.7,terciario,0.19,2,0
3521,3.0,universitario,0.5,18,0
4921,0.5,universitario,0.91,22,1
1161,0.2,secundario,0.12,0,0
2666,8.1,universitario,0.63,12,0
5095,1.0,universitario,0.98,22,1
1170,1.5,terciario,0.15,0,0
2625,5.7,universitario,0.51,11,0
2306,0.4,universitario,0.5,3,0
1344,1.3,terciario,0.29,0,0
117,1.0,secundario,0.19,0,0
3221,7.5,terciario,0.72,8,0
4743,1.1,universitario,0.97,20,1
916,0.6,terciario,0.28,0,0
3168,7.2,terciario,0.68,7,0
4885,1.4,universitario,0.94,22,1
1060,0.2,secundario,0.28,0,0
326,1.1,secundario,0.17,0,0
3455,6.5,terciario,0.57,10,1
2586,0.4,universitario,0.7,1,0
663,1.0,secundario,0.04,0,0
3537,3.1,terciario,0.46,12,0
1794,0.5,universitario,0.5,0,0
1146,1.0,secundario,0.22,1,0
3547,9.3,universitario,0.65,11,0
4666,1.8,universitario,0.97,22,1
1055,0.6,secundario,0.18,0,0
5086,1.1,universitario,1.0,23,1
2836,5.2,terciario,0.57,12,1
5004,1.3,universitario,0.94,22,1
4836,0.5,universitario,1.0,23,0
4924,0.3,universitario,0.94,23,1
1319,0.9,secundario,0.24,2,0
1628,0.5,universitario,0.67,1,0
4088,14.9,universitario,0.65,5,1
1401,0.0,secundario,0.0,1,0
4992,0.8,universitario,0.97,23,1
261,0.7,secundario,0.11,2,0
4168,20.2,terciario,0.78,1,1
1057,1.2,terciario,0.21,0,0
3892,14.7,terciario,0.77,6,1
3335,8.9,terciario,0.7,5,1
2970,5.9,terciario,0.69,6,1
3878,17.3,terciario,0.82,4,1
4534,18.4,terciario,0.6,6,1
3062,7.2,terciario,0.49,15,0
2301,0.2,universitario,0.68,3,0
199,1.3,secundario,0.12,2,0
2658,3.3,universitario,0.5,10,1
3284,7.8,terciario,0.68,5,0
354,1.0,secundario,0.32,1,0
4024,20.4,universitario,0.88,0,1
4300,14.1,universitario,0.54,3,1
1546,0.8,secundario,0.13,0,0
1749,0.4,universitario,0.75,2,0
4783,0.5,universitario,1.0,22,1
4824,0.0,universitario,0.95,24,1
4092,17.6,terciario,0.67,0,1
1797,0.4,universitario,0.56,2,0
3292,6.6,terciario,0.58,12,0
4600,13.3,universitario,0.88,2,1
1255,0.8,secundario,0.11,2,0
2356,0.4,universitario,0.68,1,0
1783,0.4,universitario,0.56,2,0
3271,8.9,universitario,0.61,9,0
2157,0.5,universitario,0.53,0,0
4191,14.2,terciario,0.69,2,1
3209,8.3,universitario,0.59,9,1
4649,1.3,universitario,1.0,22,1
3824,6.2,terciario,0.6,12,0
2150,0.5,universitario,0.6,3,0
3744,3.4,universitario,0.74,15,0
5028,0.7,universitario,0.96,22,1
724,1.5,terciario,0.21,1,0
363,1.9,secundario,0.28,2,0
3470,5.5,universitario,0.62,11,0
4162,17.0,terciario,0.77,9,1
1903,0.8,universitario,0.61,2,0
4837,0.6,universitario,0.9,20,1
5093,1.5,universitario,0.97,24,1
2486,0.4,universitario,0.71,2,0
2060,0.6,universitario,0.74,0,0
3077,3.7,terciario,0.59,9,0
589,0.8,secundario,0.17,1,0
1944,0.0,universitario,0.68,0,0
1835,0.5,universitario,0.48,0,0
3012,7.3,terciario,0.8,13,1
3320,7.2,terciario,0.76,13,1
247,1.3,terciario,0.35,0,0
2087,0.7,universitario,0.72,3,0
1470,1.0,secundario,0.35,0,0
2912,4.8,terciario,0.81,14,1
760,0.8,terciario,0.0,1,0
1895,0.7,universitario,0.71,5,0
2612,8.5,universitario,0.7,9,0
3498,5.9,universitario,0.79,5,1
4383,14.2,universitario,0.8,0,1
1248,0.7,secundario,0.1,1,0
3373,4.7,terciario,0.65,5,1
709,0.5,secundario,0.12,0,0
3683,7.1,universitario,0.5,10,1
2031,0.4,universitario,0.61,5,0
298,0.1,terciario,0.21,0,0
3032,7.3,universitario,0.61,6,0
2428,0.9,universitario,0.63,3,0
4490,16.6,terciario,0.76,3,1
867,0.8,terciario,0.26,0,0
4597,17.3,terciario,0.57,9,1
4319,23.3,terciario,0.87,0,1
3356,4.1,terciario,0.72,19,0
303,0.8,secundario,0.27,0,0
3611,6.3,universitario,0.75,7,0
1834,0.7,universitario,0.53,1,0
2878,7.3,universitario,0.67,16,1
1808,0.4,universitario,0.61,0,0
3575,7.0,terciario,0.71,10,0
955,0.8,secundario,0.16,0,0
4838,1.3,universitario,0.99,23,1
4198,23.2,terciario,0.84,2,1
2261,0.6,universitario,0.6,0,0
799,0.1,secundario,0.15,1,0
5048,0.3,universitario,1.0,22,1
3100,4.9,terciario,0.48,7,0
3797,7.2,terciario,0.63,5,0
1737,0.7,universitario,0.45,0,0
3558,4.1,terciario,0.72,8,0
3682,7.6,universitario,0.66,5,1
1392,1.2,secundario,0.06,0,0
4760,2.2,universitario,1.0,25,1
1954,0.2,universitario,0.58,1,0
3864,15.8,universitario,0.57,2,0
3405,6.7,universitario,0.52,13,1
5013,0.4,universitario,0.9,21,1
3844,7.3,terciario,0.61,11,1
3546,7.7,terciario,0.72,10,0
2099,0.7,universitario,0.6,4,0
764,1.0,secundario,0.25,2,0
4880,0.4,universitario,0.9,25,1
3849,3.2,universitario,0.66,9,0
4514,21.6,terciario,0.74,5,1
4845,1.3,universitario,0.94,24,1
810,0.1,secundario,0.0,1,1
1383,1.5,secundario,0.06,1,0
2776,9.2,terciario,0.57,6,0
4130,10.0,terciario,0.76,2,0
1407,0.7,secundario,0.05,0,0
2338,0.5,universitario,0.61,2,0
3403,8.0,universitario,0.69,8,1
2139,0.6,universitario,0.55,1,0
1630,0.7,universitario,0.54,4,1
1764,0.5,universitario,0.57,0,0
5035,1.4,universitario,0.97,21,1
5054,1.0,universitario,0.96,22,1
3728,6.2,universitario,0.69,8,1
2794,4.9,terciario,0.62,15,0
3161,6.2,universitario,0.85,9,0
1698,0.3,universitario,0.68,5,0
2830,6.0,terciario,0.68,10,1
2726,7.6,universitario,0.62,7,0
3258,8.8,terciario,0.71,14,1
3415,8.0,universitario,0.69,6,0
1823,0.7,universitario,0.65,3,0
1160,1.2,secundario,0.25,1,0
4737,0.2,universitario,0.94,22,1
3343,5.5,terciario,0.54,5,1
1779,0.6,universitario,0.51,3,0
1858,0.3,universitario,0.5,2,0
4292,15.4,terciario,0.83,5,1
664,0.8,terciario,0.18,2,0
2891,7.4,terciario,0.61,10,0
964,0.6,secundario,0.34,1,0
1585,0.1,secundario,0.26,0,0
307,1.2,secundario,0.18,1,0
4589,18.5,terciario,0.82,1,1
971,0.9,secundario,0.11,1,0
4594,10.0,terciario,0.65,8,1
603,0.9,secundario,0.11,1,0
1129,0.7,secundario,0.22,1,0
3941,17.5,universitario,0.66,3,1
2791,9.4,universitario,0.69,10,1
1671,0.7,universitario,0.54,3,0
2874,5.1,terciario,0.62,5,1
2832,5.2,universitario,0.71,9,1
905,1.5,secundario,0.21,0,0
3746,8.6,terciario,0.65,13,0
2555,0.2,universitario,0.61,0,0
4699,0.8,universitario,0.98,23,1
3205,8.8,universitario,0.7,10,0
4976,0.9,universitario,0.92,23,1
301,1.3,secundario,0.0,1,0
3200,9.6,terciario,0.7,5,1
2379,0.3,universitario,0.54,1,0
3662,3.3,universitario,0.72,10,0
4575,23.4,terciario,0.77,0,1
4615,1.2,universitario,0.97,22,1
492,0.9,secundario,0.15,0,0
1596,0.7,secundario,0.08,3,0
2796,3.5,universitario,0.67,8,1
2128,0.5,universitario,0.66,0,0
2669,8.0,terciario,0.69,5,0
165,0.8,secundario,0.12,0,0
3985,18.2,terciario,0.68,5,1
2163,0.4,universitario,0.67,0,0
593,0.9,secundario,0.23,0,0
480,1.0,secundario,0.05,0,0
4960,1.2,universitario,0.98,21,1
4094,17.5,terciario,0.92,3,1
4988,1.1,universitario,0.9,21,1
1177,1.1,secundario,0.23,0,0
979,0.8,secundario,0.25,2,0
438,0.8,secundario,0.4,3,0
1117,0.9,terciario,0.27,1,0
1376,0.5,terciario,0.28,1,0
3899,11.0,terciario,0.61,5,0
4652,1.2,universitario,0.94,24,1
3443,3.0,terciario,0.48,7,0
5012,1.8,universitario,0.91,21,1
1096,0.4,secundario,0.19,1,0
2082,0.5,universitario,0.5,0,0
4398,18.4,universitario,0.5,7,1
262,1.1,secundario,0.05,0,0
4899,1.7,universitario,0.9,22,1
1601,0.4,universitario,0.69,4,0
3944,16.2,universitario,0.74,7,1
2714,6.1,terciario,0.56,15,1
3562,5.3,universitario,0.64,10,0
1122,0.7,secundario,0.13,0,0
3174,7.4,universitario,0.8,18,0
4044,18.1,terciario,0.63,2,1
1686,0.6,universitario,0.69,0,0
2056,0.4,universitario,0.64,5,0
3253,3.6,terciario,0.63,9,1
135,1.4,secundario,0.26,1,0
4115,21.9,terciario,0.68,6,1
876,0.2,secundario,0.11,0,0
2657,3.5,terciario,0.61,11,0
1579,0.8,secundario,0.0,0,0
1464,1.1,secundario,0.2,1,0
2713,4.3,terciario,0.59,12,0
2925,3.7,terciario,0.68,5,0
2142,0.1,universitario,0.55,2,0
342,0.7,terciario,0.0,0,0
2162,0.3,universitario,0.75,0,0
2464,0.4,universitario,0.58,1,0
701,1.5,terciario,0.15,1,0
2536,0.9,universitario,0.64,2,0
2989,6.3,terciario,0.58,5,1
747,1.7,secundario,0.19,3,0
3991,21.4,terciario,0.73,0,1
3657,3.1,universitario,0.77,6,0
3303,7.2,terciario,0.61,5,1
1629,0.3,universitario,0.59,0,0
1368,0.8,secundario,0.2,0,0
2000,0.2,universitario,0.74,4,0
4759,1.0,universitario,0.94,24,1
3106,6.8,terciario,0.68,10,1
2835,3.9,universitario,0.73,7,0
290,0.8,terciario,0.24,1,0
1907,0.4,universitario,0.61,0,0
1076,1.0,secundario,0.11,1,0
2848,7.1,universitario,0.59,12,0
2148,0.6,universitario,0.59,0,0
2659,7.3,terciario,0.82,10,1
1183,1.1,terciario,0.4,0,0
575,1.6,secundario,0.23,0,0
3005,4.7,universitario,0.65,8,1
4944,0.4,universitario,0.91,23,1
4218,21.8,universitario,0.76,2,1
3486,5.5,universitario,0.7,12,0
4656,1.1,universitario,0.93,25,1
1285,0.6,secundario,0.17,0,0
2534,0.4,universitario,0.6,2,0
2492,0.5,universitario,0.65,0,0
870,0.7,secundario,0.36,0,0
1786,0.3,universitario,0.49,3,0
231,1.3,terciario,0.24,1,0
3020,4.9,terciario,0.78,7,1
3272,7.0,universitario,0.85,14,1
3545,5.8,terciario,0.71,11,1
4527,23.6,terciario,0.87,4,1
567,1.3,secundario,0.27,2,0
3193,3.9,terciario,0.81,5,0
3873,14.6,universitario,0.76,3,0
961,2.0,secundario,0.23,0,0
